#STARTDIALOGUE				
Where on your back hurts?	where is the pain	It is mostly in my lower back.	where is the pain	True
What is the severity of the pain on a scale of 1-10?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Is the pain dull, sharp, or burning?	is the pain sharp	It seems more dull and achy, not like a knife or something.  It feels more like someone is stepping on me or squeezing really hard.	is the pain sharp	True
Does the pain radiate or does it stay in the same place?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
Is there anything that makes it worse?	what makes the pain worse	Thank you for your concern.	that must be awful	False
#STARTDIALOGUE				
What brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
Tell me more about this pain	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Can you rate the pain on a scale of 1 to 10?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
How else are you managing the pain?	have you tried any treatment	I have not tried anything yet except for the ibuprofen.	have you tried any treatment	True
Where on your back does it hurt?	where is the pain	It is mostly in my lower back.	where is the pain	True
Is there any other pain elsewhere?	are you having any other pain	What? Only the pain in my lower back.	are you having any other pain	True
How is this pain affecting you day to day?	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
#STARTDIALOGUE				
Hello, Mr. Wilkins	hello	Hello Doctor.  I am so glad to see you.	hello	True
How are you doing today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
Tell me about your back pain.	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
When did this start	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
How would you rate the pain?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Have you taken anything else?	any other problems	I'm sorry, I don't understand that question. Would you restate it?	none	False
DId anything occur that mighr have initially caused the pain	did anything happen to cause the pain	A few days ago I was helping one of my friends lift a big heavy couch. When I bent down, I felt a sharp pain in my back.	did anything happen to cause the pain	True
Does anything make it worse	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Have you ever had similiar pain?	have you had back pain before	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	True
Are you taking any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
Medical history	what is your past medical history	I'm afraid I don't understand that question.	none	False
Any other medical history	what is your past medical history	I'm afraid I don't understand that question.	none	False
any surgeries	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
Social history	social history	OK	social history	True
Tell me more about urinary frequency	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
any other symptoms	any other problems	I don't think so.	any other problems	True
#STARTDIALOGUE				
how are you	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
When did it begin?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
How did it begin>	how did the pain start	[ Pain2 ]It started hurting after I was lifting some furniture with a friend. Ever since then I can barely move.	how did the pain start	True
How would you rate the pain 1-10	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
where is the pain located	where is the pain	It is mostly in my lower back.	where is the pain	True
how would you describe the pain	how is your pain now	[ Pain1 ]It hurts quite a bit now, although not as bad as when I twist or something.  Right now it is mostly stiff.	how is your pain now	True
how has this affected you	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
what work do you do	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
any allergies	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
any medical history	what is your past medical history	I'm afraid I don't understand that question.	none	False
any surgical history	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
any chronic diseases	do you have any chronic illnesses	I have been very healthy all of my life.  I think I had my cholesterol and sugar checked here last year and everything looked good.	do you have any chronic illnesses	True
any siblings	do you have siblings	I have no brothers or sisters.	do you have siblings	True
any family history of diseases	any family history of illness	Nothing that I can think of. My parents are healthy and they donn't have any unusual illnesses. I don't really know much about my grandparents.	any family history of illness	True
any hospitalizations	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
any drugs or alcohol	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
sexual history	are you sexually active	I'm afraid I don't understand that question.	none	False
any other symptoms	any other problems	The occasional need to urinate more frequently.	any other problems	True
anything similiar to this happen in the past?	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
#STARTDIALOGUE				
Hello, Mr. Wilkins. My name is Juliana and I'm an M1 on your care team today. How are you doing?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
Yes, that sounds like it must be very bothersome. hy don't you tell me more about our back pain?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
can you tell me more about how that's been affecting you?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Can you tell me anything else about how you've been feeling since?	none	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	False
Sure, pain can really disrupt our normal schedules. Can you tell me if anything makes the pain better or worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Okay, does the pain normally stay in one area of your back or do you feel pain spread all over?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
Okay, on a scale of 1-10, 10 being the worse pain you've ever felt, what would you rate your pain when you bend down?	unknown	I don't remember much about it.	unknown	True
could you rate your pain on a scale from 1-10?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Have you done anything else to try and alleviate the pain?	are you taking any medication for the pain	I have been taking ibuprofen for a few days, but that is not helping much.	are you taking any medication for the pain	True
How much ibuprofen do you take?	how much ibuprofen have you taken	I have been taking the ibuprofen ever since I hurt my back.  I just did what it said on the bottle, two every 8 hours or so.  I have not taken it today.	how much ibuprofen have you taken	True
Have you ever had back pain like this before?	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
how has it been affecting your daily activities, like work?	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
I imagine that must be frustrating	are you frustrated	Sort of, mostly because I haven't been able to work.	are you frustrated	True
Yeah. Thanks for explaining a little more about your back pain to me. Let's gtet some information on your past medical history.	what is your past medical history	This back pain is really my first issue.	what is your past medical history	True
Yes, I understand. I hope that having a more comprehensive view of your health history can help us find a good long term solution to your pain.	none	Not that I have ever really noticed.	unknown	False
Can you tell me have you ever had any surgeries?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
okay. Do you have any sort of chronic health conditions like diabetes?	do you have any chronic illnesses	I have been very healthy all of my life.  I think I had my cholesterol and sugar checked here last year and everything looked good.	do you have any chronic illnesses	True
Okay great. Do you noramlly take any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
Have you ever been diagnosed with any other diseases?	any other problems	I'm afraid I don't understand that question.	none	False
No problem. Let's move on to your past family history. can you tell me the health of your parents?	are your parents healthy	My parents are both doing well. They've always been really healthy.	are your parents healthy	True
That's great to hear. Have they ever been diagnosed with anything?	are your parents healthy	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	False
have your parents ever had any health problems?	are your parents healthy	My parents are pretty healthy.	are your parents healthy	True
great. What about your siblings? Are they in good health?	do you have siblings	I am pretty healthy. When I came here last year the doctor checked me out and said everything looked good.	are you healthy	False
Do you have any siblings?	do you have siblings	I have no brothers or sisters.	do you have siblings	True
Okay thanks. Do you remember anything about the health of your grandparents?	tell me about your grandparents	All of my grandparents are deceased.I didn't really know them, they died when I was really little or before I was born.	tell me about your grandparents	True
Okay, thanks for that information. Let's move on to your social history. Where do you live?	where do you live	I live here in town. Not very far from here actually.	where do you live	True
Okay great, does anyone live at home with you?	who do you live with	I live alone.	who do you live with	True
Okay, what do you do for work?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
Okay, do you like your job?	is your job pleasurable	It is.	is your job pleasurable	True
Now I am going to ask some questions that we ask all our patients, to get a good understanding of your social life. Do you currently use or have you used drugs in the past?	do you use illegal drugs	I'm sorry, I don't understand that question. Would you restate it?	none	False
Have you ever used drugs or do you currently use drugs?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
That's great to hear. Have you ever used tobacco, in any form?	have you ever smoked	[ Contempt1 ]No, never.  I can't stand the smell.	have you ever smoked	True
Okay, also good. Concerning alcohol, how often would you say you consume alcohol?	how much do you drink	I really don't drink that much. Maybe one or two beers at football games. A glass of wine now and then.	how much do you drink	True
Okay, are you currently involved in a relationship with someone?	are you in a relationship	I'm not seeing anyone right now.	are you in a relationship	True
Okay, are you currently sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
in the past, have you been sexually active?	none	I am not currently  sexually active.	are you sexually active	False
Are you normally involved with men, women, or both>	do you prefer men or women	I'm afraid I don't understand that question.	none	False
Okay. How many sexual partners have you had?	how many sexual partners	I haven't had any this year, but do you mean ever.	how many sexual partners	True
Yes, ever	none	I'm afraid I don't understand that question.	none	True
How many sexual partners have you had ever?	how many sexual partners	I haven't had any this year, but do you mean ever.	how many sexual partners	True
Have you ever been treated for a STI?	have you ever had a sexually transmitted infection	Never.	have you ever had a sexually transmitted infection	True
Okay, thank you for answering those questions. I appreciate your honesty.	none	I'm afraid I don't understand that question.	none	True
I'll take this information to the doctor and we'll see if we can resolve your back pain. 	i'll go report to the doctor	Ok I hope you guys can figure something out.	i'll go report to the doctor	True
Yes, so do i, we want to help that pain resolve. Goodbye!	goodbye	Print([ Happy2 ][Goodbye then] [Goodbye and thanks])	goodbye	True
#STARTDIALOGUE				
Hi I'm Krista Taylor I am a student whi is a part of your care team today.	i am medical student	Nice to meet you.	i am medical student	True
Can I have you name and date of birth please?	name and date of birth	Jim Wilkins and I was born August 10, 1962.	name and date of birth	True
Thank you JIm, so what brings you in this afternoon?	what brings you in today	[ Happiness2 ]Thank you	thanks	False
What brings you in this afternoon?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
Well I really am sorry about that JIm. Can you show me where exactly on your back this pain is occuring?	can you point to the pain	I'm not able to do that but the pain is in the middle of my lower back.  It is right at the bottom and a little further up.	can you point to the pain	True
okay and can you tell me when the pain started?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
and over that period of time has the pain worsened, imporved, or stayed the same ?	is the pain improving	[ Fear2 ]I don't know if it is getting worse or not. It pretty much just hurts all the time.	is the pain improving	True
okay well I am really sorry Jim, can you describe the pain to me?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
and does it radiate or diffuse?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
can you think of anything that may have brought on this pain?	did anything happen to cause the pain	[ Pain3 ]My back is really hurting.  If it weren't for my back, I would be doing ok.	do you have any pain	False
can you think of any reason that this pain started?	do you have a cause for the pain	[ Pain3 ]I'm not really sure, all I know is that my back really hurts.	do you have a cause for the pain	True
is there anything that exacerbates or relieves the pain?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
and are there any other associated symptoms	any other problems	The occasional need to urinate more frequently.	any other problems	True
what would you rate the pain on a scale of 1 to 10	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
okay so ibprofeun helps it out a bit ?	did the ibuprofen help	I'm sorry, I don't understand that question. Would you restate it?	none	False
okay jim, do you have any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
any hospitilizations?	have you ever been in the hospital	I'm afraid I don't understand that question.	none	False
any surgeries?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
how's the health of you family?	how is your family	My parents are fine but I have no brothers and sisters.	how is your family	True
and your grandparents are they living?	are your grandparents living	All of my grandparents are deceased.	are your grandparents living	True
how did they die?	how did your grandparents die	I am not really sure. I was pretty little and maybe even not born yet. I'd have to ask my mom and dad.	how did your grandparents die	True
okay thank you. any kids?	do you have any children	I have no children.	do you have any children	True
what is your diet like?	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
any exercise?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
what kind of work do you do?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
and are you doing a lot of ending over and lifting?	do you do any heavy lifting at work	I'm sorry, I don't understand that question. Would you restate it?	none	False
do you smoke?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
drink?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
okay, do you drink coffee?	do you drink coffee	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	False
coffee?	do you drink coffee	I have a cup of coffee in the morning, but that's about it.	do you drink coffee	True
and are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
do you have any concerns or questions for me?	do you have any questions	Print(  [No] [No, I think that's all. Thank you for your time])	do you have any questions	True
#STARTDIALOGUE				
Hello!	hello	Hello Doctor.  I am so glad to see you.	hello	True
Good to see you too. How are you doing today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
I'm sorry to hear that.	i am sorry	Thanks.	i am sorry	True
I want to talk about your back, but I also want to make sure we don't forget anything you wanted to talk about, is there anything besides your back ou want to discuss today?	any other problems	I hope you can figure out what is wrong with my back and maybe give me something for the pain. I need to get back to work.	what is your goal for this visit	False
Tell me about your back?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
When did you first notice it?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Has it improved since then?	is the pain improving	[ Fear2 ]I don't know if it is getting worse or not. It pretty much just hurts all the time.	is the pain improving	True
How would you rate the pain from 1 to 10?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Okay, are you doing anything else to treat it?	have you tried any treatment	The occasional need to urinate more frequently.	any other problems	False
Okay, how are you taking care of your back?	none	[ Pain1 ]It hurts quite a bit now, although not as bad as when I twist or something.  Right now it is mostly stiff.	how is your pain now	False
What were you doing at the time of onset?	were you doing anything when the pain started	A few days ago I was helping one of my friends lift some furniture and all of a sudden I felt a sharp pain in my back.	were you doing anything when the pain started	True
Do you have any previous medical conditions?	what is your past medical history	This back pain is really my first issue.	what is your past medical history	True
Okay, what medication are you currently taking?	what pills did you take	I took some ibuprofen for a few days.	what pills did you take	True
Any other medications?	are you taking any other medication	I am taking baby aspirin once a day as a preventative for my heart. It was prescribed by my doctor. She said it would be a good idea at my age.	are you taking any other medication	True
Anything else?	are you taking any other medication	No.	are you taking any other medication	True
Have you ever had surgery on your back?	unknown	Never had any surgery before.	unknown	True
#STARTDIALOGUE				
Hi Mr. Wilkins. My name is Olivia Crowe and I will be taking care of you	i will do my best	I appreciate that.	i will do my best	True
What brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I am sorry. Is there anything else?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Okay. How long have you had your back pain?	how long have you had the pain	Almost a week I think.	how long have you had the pain	True
Is it constant or does it come and go?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
What seems to make it better?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
How much ibuprofen are you taking? 	how much ibuprofen have you taken	I have been taking the ibuprofen ever since I hurt my back.  I just did what it said on the bottle, two every 8 hours or so.  I have not taken it today.	how much ibuprofen have you taken	True
Does anything make it worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Where is the pain located on your back?	where is the pain	It is mostly in my lower back.	where is the pain	True
Do you have pain anywhere else?	do you have pain anywhere else	[ Pain3 ]My back is really hurting.  If it weren't for my back, I would be doing ok.	do you have any pain	False
Okay. On a scale of 1-10 how would you rate your pain?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Okay. And would you describe the pain as stabbing or dull?	is the pain dull	It seems more dull and achy, not like a knife or something.  It feels more like someone is stepping on me or squeezing really hard.	is the pain dull	True
How often do you have to go to the restroom?	none	I'm afraid I don't understand that question.	none	True
I am now going to ask you about your past medical history.	i have more questions	This back pain is really my first issue.	what is your past medical history	False
Do you have any illnesses besides the back pain?	any other problems	I have no back pain	do you have any hip pain	False
Have you had back pain in the past?	have you had back pain before	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	True
Does this pain feel like that?	none	I haven't noticed any numbness or tingling in my back or anywhere else.	do you have numbness or tingling	False
Have you ever been in an accident or injured?	have you ever been in an accident	I have been in a couple of fender benders in my lifetime, but those were years ago and I sustained no injuries from them.	have you ever been in an accident	True
Have you ever been hospitalized?	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
Are you up to date on your vaccinations?	are you current on vaccinations	I am up to date.	are you current on vaccinations	True
Do you take any medications besides ibuprofen?	are you taking any other medication	I don't take any OTC medications.	any otc medication	False
Do you take any other medications?	are you taking any other medication	I am taking baby aspirin once a day as a preventative for my heart. It was prescribed by my doctor. She said it would be a good idea at my age.	are you taking any other medication	True
What is the dose of your baby aspirin?	what was the dose	It was a red capsule if that helps, I think maybe it was 200 mg each.	what was the dose	True
Do you have any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
Have you had a colonoscopy recently?	unknown	Oh, I think I had that a couple years ago. Everything came back fine and I don't have to go back for a few more years.	unknown	True
Have you had your prostate checked?	have you had a prostate exam	I remember that from last year.  The doc said it was normal.	have you had a prostate exam	True
How is your blood glucose?	how is your hip	My blood glucose is fine	how is your hip	True
What about your blood pressure?	how is your blood pressure	My blood pressure has been normal I think.  I know the doctor last year told me it was ok.  Hopefully it is ok now too.	how is your blood pressure	True
Are your parents alive and well?	are your parents living	Both of my parents are alive and well.	are your parents living	True
Good. Do you have any siblings?	do you have siblings	I have no brothers or sisters.	do you have siblings	True
Do you have any children?	do you have any children	I have no children.	do you have any children	True
Is there a history of any illness in the family?	any family history of illness	I don't think so.	any family history of illness	True
Good. Who do you live with?	who do you live with	I live alone.	who do you live with	True
Do you have a lot of friends?	do you have support	[ Sadness3 ]Well, I live alone but I am OK.  I am pretty close with my parents and I have a bunch of good friends.	do you have support	True
What do you like to do for fun?	what do you do for fun	I like to watch football and sometimes get together with friends.	what do you do for fun	True
Do you exercise?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
Where do you work?	where do you work	[ Happiness2 ]I have my own auto repair garage.	where do you work	True
Has the back pain impacted your ability to work?	does the pain interfere with work	No, no back pain	do you have any hip pain	False
Is your work stressful?	is your job stressful	Not really.	is your job stressful	True
Good. I am now going to ask you a few personal questions. Is that okay?	ok then	Alrighty.	ok then	True
Do you have a history of illict drug use?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
Do you drink alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Have you ever had an STD?	have you ever had a sexually transmitted infection	Never.	have you ever had a sexually transmitted infection	True
Do you ever find yourself feeling depressed?	do you have a history of depression	I have never been depressed	do you have a history of depression	True
Good. Have you ever been to a therapist for any reason?	unknown	I'm afraid I don't understand that question.	none	False
Do you have any more questions or concerns for me?	do you have any questions	Print(  [No] [No, I think that's all. Thank you for your time])	do you have any questions	True
Thank you	thanks	[ Happiness2 ]Thank you	thanks	True
#STARTDIALOGUE				
Hi. Mr. Wilkins. My name is Ariunaa and I am a med student with the team. I will be i	none	I'm afraid I don't understand that question.	none	True
CAn you tell me what brought you here today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I am sorry to hear that. Can you tell me more about the back pain?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
I see. when did this happen?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Can you tell me where on your back it hurts?	where is the pain	It is mostly in my lower back.	where is the pain	True
Can you describe the pain for me>	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
what about duration? 	what brings you in today	I'm sorry, I don't understand that question. Would you restate it?	none	False
is it constant pain?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
on a scale of 1-10, 10 beng take me to the ER, what number would you give ?	can you rate the pain	I'm sorry, I don't understand that question. Would you restate it?	none	False
is there anything that makes it wrose?	what makes the pain worse	I'm afraid I don't understand that question.	none	False
anything that releives it?	what makes the pain better	I'm afraid I don't understand that question.	none	False
Anything that releives the pain?	what makes the pain better	I'm sorry, I don't understand that question. Would you restate it?	none	False
That's too bad. I am sorry to hear that	i am sorry	Thanks.	i am sorry	True
How does the pain change thourghout the day?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
Do you feel like it is getting worse over time?	is the pain improving	[ Fear2 ]I don't know if it is getting worse or not. It pretty much just hurts all the time.	is the pain improving	True
I would like to ask few questions regarding your past medical history	what is your past medical history	This back pain is really my first issue.	what is your past medical history	True
I understand. Your history will help us to deal with the pain effectively.	none	I only had it for a day and the tylenol helped.	unknown	False
Have you had any illnesses in the past?	have you ever had any serious illnesses	This back pain is my first real issue.	have you ever had any serious illnesses	True
Have you been hospitalized before?	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
Have you had any accidents?	have you ever been in an accident	I have been in a couple of fender benders in my lifetime, but those were years ago and I sustained no injuries from them.	have you ever been in an accident	True
Any surgeries?	any prior surgeries	I'm afraid I don't understand that question.	none	False
have you ever sought for a therapy for mental or physical reasons?	unknown	I'm afraid I don't understand that question.	none	False
Are you up to date on your vaccinations?	are you current on vaccinations	I am up to date.	are you current on vaccinations	True
Are you currently taking any edications?	are you taking any medication	I'm sorry, I don't understand that question. Would you restate it?	none	False
how often have you been taking it	how often do you take the ibuprofen	I just did what it said on the bottle, two every 8 hours or so.	how often do you take the ibuprofen	True
Do you habe any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
Are your parents alive?	are your parents living	Both of my parents are alive and well.	are your parents living	True
Do they have any medical conditions/	are your parents healthy	All of my grandparents are deceased.I didn't really know them, they died when I was really little or before I was born.	tell me about your grandparents	False
Do your parents have any medcical issues	are your parents healthy	I'm afraid I don't understand that question.	none	False
do you have children?	do you have any children	I have no children.	do you have any children	True
How are things at home?	how is home	It's fine.	how is home	True
who do you live with?	who do you live with	I live alone.	who do you live with	True
Are you working?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
Do you enjoy your job? Do you have any stress at work?	is your job stressful	Not really.	is your job stressful	True
What do you do in your free time?	what do you do for fun	I like to watch football and sometimes get together with friends.	what do you do for fun	True
Do you exercise?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
Do you use any drugs?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
Do you drink?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Are you generally happy?	are you happy	I am happy.	are you happy	True
How do you feel about yourslef?	how are you	I'm afraid I don't understand that question.	none	False
Are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Do you feel safe at home?	do you feel safe at home	I feel safe.  My place is in an ok area, nothing that makes me worried.	do you feel safe at home	True
Any other concerns?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Can you tell me more abpout that?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
How often do you need to use the bathroom?	how often do you urinate	I have no problems with my bowels.  Sometimes I get a little constipated but then I eat some more fiber and things seem fine.  Everything is going ok now though.	do you have any bowel problems	False
What about urination?	describe the frequent urination	I'm sorry, I don't understand that question. Would you restate it?	none	False
Thank you	thanks	[ Happiness2 ]Thank you	thanks	True
#STARTDIALOGUE				
Hi Mr. Wilkins, what can I help you with today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I'm sorry to hear that. I hope we'll be able to figure out what's going on so you can start feeling better soon	hopefully we can help you	Thank you.	hopefully we can help you	True
Can you show me where it hurts on your back?	can you point to the pain	I'm not able to do that but the pain is in the middle of my lower back.  It is right at the bottom and a little further up.	can you point to the pain	True
Does it hurt if you try to reach back there?	none	I tried some ibuprofen, but I don't think that is helping very much.	what makes the pain better	False
Have you taken any other medication?	are you taking any other medication	I am taking baby aspirin once a day as a preventative for my heart. It was prescribed by my doctor. She said it would be a good idea at my age.	are you taking any other medication	True
Can you describe the pain?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
When does it hurt the most?	when is the pain most severe	It pretty much hurts all the time.   I can't really say when it is at it's worst.	when is the pain most severe	True
Do you notice it more when you wake up in the morning?	does the pain keep you up at night	It is sometimes difficult to get much sleep, so I guess it is keeping me up a bit.	does the pain keep you up at night	True
Is there a certain position that makes it more comfortable?	does any position relieve the pain	Not that I have found.  I have tried to move around and check things out a little but but it hurts a lot and hasn't seemed to help.	does any position relieve the pain	True
On a scale of 1 to 10, how would you rate your pain?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
How long has the pain been going on for?	how long have you had the pain	Almost a week I think.	how long have you had the pain	True
Do you recall how it began?	how did the pain start	[ Pain2 ]It started hurting after I was lifting some furniture with a friend. Ever since then I can barely move.	how did the pain start	True
Have you tried anything to relieve the pain?	what makes the pain better	I tried some ibuprofen, but I don't think that is helping very much.	what makes the pain better	True
